name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Taman Naga Emas,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.07792,101.699439
Salak Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0980556,101.70527779999999
Pantai Dalam,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.095556,101.670001
Bandar Tun Razak,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0896689999999998,101.7125175
Salak Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1022403,101.70638459999999
Bandar Tasik Selatan,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,ERL,None,erl,transportation,ERL KLIA Transit Line,,2002,None,None,None,None,None,3.0760769,101.7113663
Bandar Tasik Selatan,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.0760769,101.7113663
Bandar Malaysia South,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.109524,101.698297
Sri Petaling,LRT,None,lrt,transportation,LRT Sri Petaling Line,,2015,None,None,None,None,None,3.0614527999999996,101.6870946
Petaling,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.0858333,101.6638889
Sekolah Kebangsaan Seri Anggerik,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.07488,101.745
A Star Kids - Damai Impian,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.0681882000000003,101.7420359
COSMOTOTS iqd - Cheras,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Local Curriculum,3.0735454,101.7394936
Sekolah Menengah Kebangsaan Orkid Desa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.077156,101.736661
Sekolah Kebangsaan Taman Cuepacs,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.078493,101.75909300000001
Sekolah Kebangsaan Alam Damai,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.05865,101.742
Sekolah Menengah Kebangsaan Alam Damai,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0587,101.741
UCSI University Malaysia,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.0796189999999997,101.733266
Sekolah Menengah Kebangsaan Taman Connaught,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.08352,101.736
Sekolah Jenis Kebangsaan (Cina) Taman Connaught,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.083973,101.735862
Cempaka International School - Cheras Campus,Primary Secondary reception,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.0840621,101.76019509999999
Sekolah Sri Cempaka,Primary Secondary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.0840621,101.76019509999999
Sekolah Menengah Kebangsaan Bandar Tun Hussein Onn 2,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.054728,101.755363
Sekolah Kebangsaan Taman Segar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09058,101.745
Sekolah Kebangsaan Bandar Tun Hussein Onn 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.052485,101.754269
A Star Kids - Damai Perdana,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.053372,101.738385
Sekolah Kebangsaan Batu Sembilan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.06983,101.768654
Sekolah Jenis Kebangsaan (Cina) Batu 9 Cheras,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.071671,101.769529
Sekolah Kebangsaan Desa Baiduri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.048106,101.75085200000001
Sekolah Menengah Kebangsaan Seri Mutiara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0886099999999996,101.73100000000001
Sekolah Jenis Kebangsaan (Cina) Imbi,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.08873,101.730283
Sekolah Menengah Kebangsaan Perimbun,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.061209,101.770347
Sekolah Kebangsaan Taman Puteri,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.078116,101.77199300000001
Sekolah Kebangsaan Bandar Tun Hussein Onn,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.053283,101.766086
Sekolah Jenis Kebangsaan (Cina) Connaught (2),Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.046182,101.742082
Brainy Bunch - Bandar Tun Hussein Onn,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.0477,101.7595
Sam Hulu Langat,Secondary,['SM agama'],cluster,education,None,,None,Public School,None,None,['SM agama'],None,3.063728,101.773643
Taman Connaught,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.079173,101.74514
Taman Suntex,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.071524,101.763405
Taman Mutiara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.091327,101.74029499999999
Sri Raya,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.061925,101.772995
Sekolah Kebangsaan Desa Amanpuri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.217223,101.614163
Sekolah Jenis Kebangsaan (Cina) Desa Jaya,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.216628,101.625497
Sekolah Kebangsaan Bandar Baru Sri Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.206248,101.62431600000001
Sekolah Menengah Kebangsaan Taman Ehsan,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.222395,101.623458
Sekolah Kebangsaan Taman Ehsan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.219831,101.63068100000001
IUCTT - International University College of Technology Twintech,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.2010509999999996,101.612749
Sekolah Jenis Kebangsaan (Cina) Kepong 2,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.215564,101.634744
Sekolah Jenis Kebangsaan (Cina) Kepong 1,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.214727,101.634847
Pintar College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.2146369999999997,101.635976
Sekolah Kebangsaan Taman Bukit Maluri,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.2037,101.633
Sma Kuala Lumpur,Secondary,['SMK Agama'],secondary,education,None,,None,Public School,None,None,['SMK Agama'],None,3.1973700000000003,101.626
Sekolah Jenis Kebangsaan (Tamil) Ladang Edinburgh,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.2025799999999998,101.633
Montessori Kids Academy,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.195385,101.616422
Sekolah Menengah Kebangsaan Taman Bukit Maluri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20245,101.634
Sekolah Menengah Kebangsaan Kepong,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.225578,101.63539200000001
Sekolah Kebangsaan Bandar Baru Sri Damansara 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.196095,101.607499
Sekolah Sri Bestari,Primary Secondary Kindergarten,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.19437,101.6101199
Brainy Bunch - Bandar Manjalara (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1938767000000006,101.6301282
Sekolah Kebangsaan Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.230748,101.635006
Sekolah Kebangsaan Desa Aman,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.205131,101.595821
Sri Bestari International School,Primary Secondary reception,None,primary,education,None,,None,International School,None,None,None,British,3.190963,101.6094795
Sekolah Kebangsaan Bandar Sri Damansara 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1919470000000003,101.605271
Sekolah Kebangsaan Bandar Sri Damansara 3,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.187781,101.616104
Sekolah Menengah Kebangsaan Menjalara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.193501,101.636275
UiTM Private Specialist Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.2208707999999997,101.59367309999999
Kepong Sentral,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2086111,101.6280556
Kepong Sentral,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2079459999999997,101.628578
Sri Damansara East,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.198734,101.621178
Sri Damansara West,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.1985959999999998,101.60824699999999
Kepong,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2025,101.63722220000001
Metro Prima,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2145669999999997,101.64065699999999
A Star Kids - Taman Len Seng,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1015277,101.7403855
Sri Sempurna International School,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.099239,101.74593
Sekolah Kebangsaan Pandan Perdana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.114973,101.743601
Sekolah Kebangsaan Kg Cheras Baharu,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.111171,101.74976
Sekolah Menengah Kebangsaan Cheras,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10927,101.727
Sekolah Kebangsaan Seri Bintang Selatan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1183419999999997,101.734879
Sekolah Menengah Kebangsaan Seri Bintang Selatan,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.11895,101.735
Sekolah Kebangsaan Seri Cheras,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.11503,101.728
Sekolah Kebangsaan Taman Midah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.0954,101.73
Sekolah Menengah Sains Alam Shah,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.1056,101.72399999999999
Sekolah Kebangsaan Taman Midah 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09583,101.728
Sekolah Menengah Kebangsaan Seri Bintang Utara,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.121022,101.734586
Sekolah Kebangsaan Seri Bintang Utara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.12167,101.735162
Sekolah Kebangsaan Taman Segar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09058,101.745
Smt Cheras,Secondary,['SM Teknik'],cluster,education,None,,None,Public School,None,None,['SM Teknik'],None,3.10325,101.72200000000001
WOU - Wawasan Open University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.122304,101.7298773
Sekolah Jenis Kebangsaan (Cina) Naam Kheung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.118618,101.724609
Sekolah Menengah Kebangsaan Seri Mutiara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.0886099999999996,101.73100000000001
Sekolah Menengah Sains Selangor,Secondary,['SM Berasrama Penuh'],secondary,education,None,,None,Public School,None,None,['SM Berasrama Penuh'],None,3.10323,101.72
Sekolah Jenis Kebangsaan (Cina) Imbi,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.08873,101.730283
Sekolah Kebangsaan Bandar Tun Razak 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09163,101.725
Sekolah Kebangsaan Bandar Tun Razak 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.09157,101.725
Sekolah Kebangsaan Cheras Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.125906,101.746178
Sekolah Menengah Kebangsaan Pandan Indah,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.12282,101.752183
Sekolah Menengah Kebangsaan Bandar Tun Razak,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.09148,101.72399999999999
Sekolah Menengah Kebangsaan Seri Permaisuri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.107298,101.717493
Sekolah Kebangsaan Taman Muda,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.120505,101.7561
Kolej Universiti Poly-Tech MARA (KUPTM),Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.128428,101.738362
Sekolah Kebangsaan Seri Permaisuri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.104561,101.716918
Sekolah Jenis Kebangsaan (Cina) Taman Connaught,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.083973,101.735862
Sekolah Menengah Kebangsaan Taman Seraya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.113614,101.761104
Sekolah Kebangsaan Pandan Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1255509999999997,101.75196899999999
Sekolah Menengah Kebangsaan Taman Connaught,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.08352,101.736
Sekolah Menengah Kebangsaan Miharja,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1214720000000002,101.72166899999999
