name,sub_type,category,line_name,type,latitude,longitude
Kamunting,ktm komuter,transportation,KTM Komuter Northern Sector,,4.8960511,100.7171077
Sekolah Jenis Kebangsaan (Tamil) Ladang Sin Wah,primary,education,,Public School,4.916261805,100.7195954
Klinik Desa Changkat Larah,clinic,healthcare,,Government,4.93389,100.72285
Sekolah Menengah Kebangsaan Agama Kerian,secondary,education,,Public School,4.969083,100.667725
Sekolah Kebangsaan Kampong Selamat,primary,education,,Public School,4.985307,100.6889061
Sekolah Kebangsaan Gunong Semanggol,primary,education,,Public School,4.9684230000000005,100.650746
Sekolah Menengah Kebangsaan Gunung Semanggol,secondary,education,,Public School,5.006830437,100.651061
Sekolah Kebangsaan Tebuk Pancur,primary,education,,Public School,5.0140685,100.6514987
Maahad Al Ehya Asshariff,secondary,education,,Public School,4.958041000000001,100.651403
Sekolah Kebangsaan Haji Dahlan,primary,education,,Public School,4.98865,100.632935
Sekolah Rendah Islam Al-Ehya Asshariff,primary,education,,Public School,4.956505,100.651459
Sekolah Kebangsaan Kampong Tua,primary,education,,Public School,4.968287758,100.6300748
Klinik Desa Balik Bukit Semanggol,clinic,healthcare,,Government,4.955608,100.671581
Klinik Desa Tebuk Panchor,clinic,healthcare,,Government,5.015825,100.652186
Klinik Desa Tebok Matau,clinic,healthcare,,Government,4.989758,100.632456
Sekolah Kebangsaan Unico Desa,primary,education,,Public School,5.017519999999999,118.27896000000001
Sekolah Kebangsaan Sepagaya,primary,education,,Public School,5.0172,118.27906000000002
Sekolah Menengah Kebangsaan Sepagaya,secondary,education,,Public School,5.027769999999999,118.2977
Sekolah Kebangsaan Lahad Datu Iv,primary,education,,Public School,5.03263,118.29313
Sekolah Kebangsaan Payang,primary,education,,Public School,5.03264,118.29316000000001
Sekolah Menengah Kebangsaan Terusan,secondary,education,,Public School,5.0098167,118.27953329999998
Sekolah Kebangsaan Lahad Datu Ii,primary,education,,Public School,5.02758,118.30067
Sekolah Jenis Kebangsaan (Cina) Yuk Choi,primary,education,,Public School,5.04407,118.29838000000001
Sekolah Kebangsaan Terusan,primary,education,,Public School,4.99825,118.27316
Sekolah Kebangsaan St Dominic,primary,education,,Public School,5.0342199999999995,118.31658
Sekolah Menengah Kebangsaan St Dominic,secondary,education,,Public School,5.03379,118.31709
Sekolah Jenis Kebangsaan (Cina) Siew Ching,primary,education,,Public School,5.027430000000001,118.33049
Klinik Desa Sepagaya,clinic,healthcare,,Government,5.0155199999999995,118.28251999999999
"Hospital Datin Seri Endon, Lahad Datu",hospital,healthcare,,Government,5.02755,118.31443
Lahad Datu Airport,airport,transportation,,Domestic,5.0289947,118.3267519
Sekolah Kebangsaan Pekan,primary,education,,Public School,5.03023,118.33653999999999
Sekolah Jenis Kebangsaan (Cina) Chee Vun,primary,education,,Public School,5.0302,118.33823999999998
Sekolah Kebangsaan Lahad Datu Iii,primary,education,,Public School,5.02529,118.34702
Sekolah Menengah Kebangsaan Agaseh,secondary,education,,Public School,5.03665,118.3464
Sekolah Kebangsaan Tanjong Paras,primary,education,,Public School,4.99108,118.34284
Klinik Desa Pulau Sakar,clinic,healthcare,,Government,4.98591,118.34407
Sekolah Jenis Kebangsaan (Cina) Kiau Shing,primary,education,,Public School,5.07534,118.2924
Sekolah Kebangsaan Batu 6 1/2 Segama,primary,education,,Public School,5.0905,118.28526000000001
Klinik Desa Segama,clinic,healthcare,,Government,5.082351999999999,118.288298
Sekolah Kebangsaan Permatang Tok Mahat,cluster,education,,Public School,5.1317699999999995,100.47399999999999
Sekolah Kebangsaan Methodist Parit Buntar,cluster,education,,Public School,5.128824,100.479012
Sekolah Menengah Kebangsaan Methodist,secondary,education,,Public School,5.129816601,100.48047530000001
Sekolah Menengah Kebangsaan Panglima Bukit Gantang,secondary,education,,Public School,5.127654992,100.4778253
Sekolah Menengah Kebangsaan Krian,secondary,education,,Public School,5.1276091589999995,100.4793223
Sekolah Menengah Kebangsaan Sri Perak,secondary,education,,Public School,5.126986229,100.480632
Sekolah Kebangsaan Baru Parit Buntar,primary,education,,Public School,5.124809637,100.4806809
Sekolah Kebangsaan Sri Kerian,primary,education,,Public School,5.1274029,100.4880273
Sekolah Menengah Kebangsaan Agama Syeikh Abdullah Fahim,cluster,education,,Public School,5.14572,100.478
Sekolah Kebangsaan Kampong Kedah,primary,education,,Public School,5.1169707,100.47934240000001
Sekolah Jenis Kebangsaan (Cina) Sin Hwa,primary,education,,Public School,5.1267510000000005,100.49189100000001
Sekolah Jenis Kebangsaan (Tamil) Ldg Transkrian,primary,education,,Public School,5.147297222,100.4852417
Sekolah Jenis Kebangsaan (Cina) Kwang Hwa,primary,education,,Public School,5.13317,100.49615
Sekolah Menengah Kebangsaan Pekan Baru,secondary,education,,Public School,5.119745,100.492941
Sekolah Kebangsaan Saujana Indah,cluster,education,,Public School,5.150469999999999,100.48700000000001
Sekolah Kebangsaan Bandar Baharu,primary,education,,Public School,5.132709999999999,100.49902
Sekolah Kebangsaan Wawasan,primary,education,,Public School,5.118171,100.49399
Sekolah Menengah Kebangsaan Saujana Indah,secondary,education,,Public School,5.15163,100.48700000000001
Sekolah Jenis Kebangsaan (Tamil) Saint Mary'S,primary,education,,Public School,5.117973999999999,100.494504
Sekolah Menengah Kebangsaan Sungai Acheh,secondary,education,,Public School,5.148661111,100.45957779999999
Sekolah Kebangsaan Sungai Star,primary,education,,Public School,5.127116273,100.4527595
Sekolah Kebangsaan Titi Serong,primary,education,,Public School,5.103921,100.466431
Sekolah Kebangsaan Nibong Tebal,primary,education,,Public School,5.163727778,100.47348609999999
Sekolah Kebangsaan Permatang Pasir,primary,education,,Public School,5.1410599999999995,100.50865
Sekolah Menengah Kebangsaan Sultan Ahmad Tajuddin,secondary,education,,Public School,5.141780000000001,100.50905999999999
Sekolah Jenis Kebangsaan (Cina) Bin Sin,primary,education,,Public School,5.102691,100.462474
Sekolah Menengah Kebangsaan Tunku Abdul Rahman,secondary,education,,Public School,5.16728,100.486
Sekolah Kebangsaan Seri Sentosa,primary,education,,Public School,5.16827,100.47200000000001
Kolej Vokasional Nibong Tebal,secondary,education,,Public School,5.16499,100.495
Sekolah Kebangsaan Methodist,primary,education,,Public School,5.17,100.478
Sekolah Menengah Kebangsaan Methodist,secondary,education,,Public School,5.171058333,100.4776806
Sekolah Jenis Kebangsaan (Tamil) Ldg Krian,primary,education,,Public School,5.1651444710000005,100.49874399999999
Sekolah Menengah Kebangsaan Seri Nibong,cluster,education,,Public School,5.17129,100.47
Sekolah Jenis Kebangsaan (Tamil) Simpang Lima,primary,education,,Public School,5.093560835,100.4902052
Sekolah Jenis Kebangsaan (Tamil) Nibong Tebal,primary,education,,Public School,5.17213,100.46799999999999
Sekolah Jenis Kebangsaan (Cina) Pai Teik,primary,education,,Public School,5.1733400000000005,100.46799999999999
Klinik Desa Permatang Tok Mahat,clinic,healthcare,,Government,5.13169,100.48036
Hospital Parit Buntar,hospital,healthcare,,Government,5.131241999999999,100.4837
Klinik Desa Kampung Kedah 3,clinic,healthcare,,Government,5.115081,100.48015
Klinik Desa Permatang Pasir,clinic,healthcare,,Government,5.13565,100.49797
Klinik Desa Tanjung Berembang,clinic,healthcare,,Government,5.150180000000001,100.46171
Klinik Desa Titi Serong,clinic,healthcare,,Government,5.103675,100.464003
Klinik Kesihatan Bandar Baharu,clinic,healthcare,,Government,5.12626,100.51265
Parit Buntar,ktm komuter,transportation,KTM Komuter Northern Sector,,5.1286111,100.484478
Nibong Tebal,ktm komuter,transportation,KTM Komuter Northern Sector,,5.1697222,100.476978
Sekolah Kebangsaan Sungai Kechil,primary,education,,Public School,5.164489,100.512642
Klinik Desa Parit Nibong,clinic,healthcare,,Government,5.1170800000000005,100.52514000000001
Sekolah Kebangsaan Sungai Setar,primary,education,,Public School,5.147894443999999,100.4324528
Sekolah Kebangsaan Sungai Acheh,primary,education,,Public School,5.14114,100.421
Sekolah Kebangsaan Sg Bakau,primary,education,,Public School,5.124680000000001,100.42
Sekolah Jenis Kebangsaan (Cina) Yok Eng,primary,education,,Public School,5.16303,100.426
Sekolah Kebangsaan Sungai Megat Aris,primary,education,,Public School,5.106616000000001,100.408441
Sekolah Kebangsaan Haji Ramli,primary,education,,Public School,5.108283803,100.4358098
Klinik Desa Sungai Bakau,clinic,healthcare,,Government,5.125030000000001,100.41906
Klinik Desa Bagan Tiang,clinic,healthcare,,Government,5.10263,100.40648
Sekolah Jenis Kebangsaan (Tamil) Ldg Sempah,primary,education,,Public School,5.185553,100.509297
Sekolah Menengah Kebangsaan Jawi,secondary,education,,Public School,5.195605556,100.4893
Sekolah Kebangsaan Jawi,primary,education,,Public School,5.196589,100.4942
Sekolah Jenis Kebangsaan (Cina) Kwang Hwa Ski,primary,education,,Public School,5.172630000000001,100.5476
Sekolah Kebangsaan Sg Kechil Ilir,primary,education,,Public School,5.1741,100.5475
Sekolah Menengah Kebangsaan Taman Widuri,secondary,education,,Public School,5.202016667,100.5288083
Sekolah Jenis Kebangsaan (Tamil) Ladang Jawi,primary,education,,Public School,5.202188888999999,100.49457220000001
Klinik Desa Sungai Kecil Ilir,clinic,healthcare,,Government,5.17456,100.5478
Sekolah Kebangsaan Keledang Jaya,primary,education,,Public School,5.19758,100.47
Klinik Desa Changkat,clinic,healthcare,,Government,5.20141,100.47099
Sekolah Jenis Kebangsaan (Tamil) Ldg Byram,primary,education,,Public School,5.1915972219999995,100.4333944
Sekolah Jenis Kebangsaan (Tamil) Ldg Changkat,primary,education,,Public School,5.208925,100.4635083
Sekolah Kebangsaan Sungai Duri,primary,education,,Public School,5.209516667,100.5285833
Klinik Desa Sungai Duri,clinic,healthcare,,Government,5.20915,100.53399999999999
Sekolah Menengah Kebangsaan Tun Syed Sheh Barakbah,secondary,education,,Public School,5.21108,100.501
Klinik Desa Wellesley,clinic,healthcare,,Government,5.2102,100.5061
Sekolah Jenis Kebangsaan (Cina) Kampung Jawi,primary,education,,Public School,5.214766667,100.4946556
Sekolah Kebangsaan Sungai Bakap,primary,education,,Public School,5.215033333,100.4958556
Hospital Sungai Bakap,hospital,healthcare,,Government,5.2185120000000005,100.49741
Sekolah Jenis Kebangsaan (Tamil) Sungai Bakap,primary,education,,Public School,5.223683333,100.4997806
Sekolah Jenis Kebangsaan (Cina) Chong Kuang,primary,education,,Public School,5.231127778,100.493775
Sekolah Kebangsaan Bakap Indah,primary,education,,Public School,5.233458333,100.50401670000001
Sekolah Menengah Kebangsaan Valdor,secondary,education,,Public School,5.237925,100.492075
Sekolah Jenis Kebangsaan (Cina) Kampung Valdor,primary,education,,Public School,5.2406388889999995,100.4922167
Sekolah Kebangsaan Relau,primary,education,,Public School,5.229722,100.54083299999999
Klinik Desa Relau,clinic,healthcare,,Government,5.23318,100.55489
Sekolah Jenis Kebangsaan (Tamil) Ladang Valdor,primary,education,,Public School,5.2458,100.48065
Klinik Desa Valdor,clinic,healthcare,,Government,5.24662,100.48054
Sekolah Kebangsaan Taman Merak,primary,education,,Public School,5.264058333,100.4653806
Sekolah Jenis Kebangsaan (Cina) Boon Beng,primary,education,,Public School,5.274219444,100.4873667
Sekolah Menengah Kebangsaan Mutiara Impian,secondary,education,,Public School,5.274347222,100.4776889
Sekolah Menengah Kebangsaan Bandar Tasek Mutiara,secondary,education,,Public School,5.2754199999999996,100.49799999999999
Sekolah Kebangsaan Bandar Tasek Mutiara,primary,education,,Public School,5.27546,100.5
Sekolah Menengah Kebangsaan Jit Sin Ii,secondary,education,,Public School,5.273029,100.514526
Sekolah Menengah Kebangsaan Tasek,secondary,education,,Public School,5.27778,100.50399999999999
"GEMS International School, Pearl City Penang (GIP)",primary,education,,International School,5.278273,100.489874
Sekolah Jenis Kebangsaan (Tamil) Tasek Permai,primary,education,,Public School,5.280428,100.503997
Sekolah Kebangsaan Tasek Permai,primary,education,,Public School,5.280519,100.50435300000001
Sekolah Menengah Kebangsaan Simpang Empat,secondary,education,,Public School,5.27905,100.476
Sekolah Kebangsaan Bkt Tambun,primary,education,,Public School,5.270511111,100.4511444
Sekolah Jenis Kebangsaan (Cina) Keng Koon,primary,education,,Public School,5.271505556,100.4514556
Simpang Ampat,ktm komuter,transportation,KTM Komuter Northern Sector,,5.285665,100.4786262
Klinik Desa Tasek,clinic,healthcare,,Government,5.28094,100.51885
Klinik Desa Bukit Tambun,clinic,healthcare,,Government,5.2738,100.44931
Sekolah Jenis Kebangsaan (Tamil) Ladang Batu Kawan,primary,education,,Public School,5.258239,100.430489
Sekolah Kebangsaan Batu Kawan,primary,education,,Public School,5.271739,100.433575
Sekolah Menengah Kebangsaan Batu Kawan,secondary,education,,Public School,5.2727972219999995,100.4329694
Sekolah Kebangsaan Pulau Aman,primary,education,,Public School,5.2682694439999995,100.3907472
Klinik Desa Batu Kawan,clinic,healthcare,,Government,5.2657099999999994,100.42079
Klinik Desa Pulau Aman,clinic,healthcare,,Government,5.268877,100.390206
Sekolah Menengah Kebangsaan Taman Perwira,secondary,education,,Public School,5.29636,100.477
Sekolah Jenis Kebangsaan (Cina) Permatang Tinggi,primary,education,,Public School,5.29954,100.479
Sekolah Jenis Kebangsaan (Tamil) Permatang Tinggi,primary,education,,Public School,5.3000300000000005,100.478
Klinik Desa Permatang Tinggi,clinic,healthcare,,Government,5.2983,100.47933
Sekolah Kebangsaan Taman Impian,primary,education,,Public School,5.30933,100.485
Sekolah Kebangsaan Seri Tasek,primary,education,,Public School,5.286458333,100.5215639
Sekolah Menengah Agama Al Maahadul Islami Tasek Junjung,secondary,education,,Public School,5.295877778,100.52631109999999
Sekolah Kebangsaan Juru,primary,education,,Public School,5.31416,100.425
Sekolah Jenis Kebangsaan (Tamil) Ldg Juru,primary,education,,Public School,5.31511,100.432
Klinik Desa Juru,clinic,healthcare,,Government,5.315840000000001,100.44346999999999
Sekolah Kebangsaan Junjong,primary,education,,Public School,5.29749,100.53446
Sekolah Kebangsaan Permatang Tiong,primary,education,,Public School,5.29044,100.53884000000001
Klinik Desa Kampung Sekolah,clinic,healthcare,,Government,5.3162,100.4215
Sekolah Jenis Kebangsaan (Cina) Sin Min,primary,education,,Public School,5.30016,100.5355
Klinik Desa Ayer Puteh,clinic,healthcare,,Government,5.2857400000000005,100.5443
Klinik Desa Junjung,clinic,healthcare,,Government,5.30258,100.53531
Sekolah Kebangsaan Permatang Damar Laut,primary,education,,Public School,5.27937,100.273
Sekolah Menengah Kebangsaan Bayan Lepas,secondary,education,,Public School,5.285452778,100.2578139
Sekolah Kebangsaan Batu Maung,primary,education,,Public School,5.28187,100.28299999999999
Sekolah Kebangsaan Bayan Lepas 2,primary,education,,Public School,5.2882,100.258
Sekolah Menengah Kebangsaan Batu Maung,secondary,education,,Public School,5.2820800000000006,100.286
Sekolah Jenis Kebangsaan (Tamil) Bayan Lepas,primary,education,,Public School,5.29323,100.257
Sekolah Jenis Kebangsaan (Cina) Wen Khai,primary,education,,Public School,5.293769999999999,100.28
Sekolah Kebangsaan Bayan Lepas,primary,education,,Public School,5.29623,100.26100000000001
Straits International School,primary,education,,International School,5.2979489,100.2675058
Sekolah Jenis Kebangsaan (Cina) Chung Shan,primary,education,,Public School,5.29799,100.271
Sekolah Kebangsaan Sungai Batu,primary,education,,Public School,5.288930000000001,100.242
Sekolah Menengah Kebangsaan Telok Kumbar,secondary,education,,Public School,5.28748,100.241
Sekolah Kebangsaan Mutiara Perdana,primary,education,,Public School,5.309080000000001,100.265
Sekolah Jenis Kebangsaan (Cina) Yang Cheng,primary,education,,Public School,5.286980000000001,100.234
